"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @unifycrypto: We have added an anti-spam bot to our Telegram group! Not a group member yet? Join at https://t.co/qM9yXXuQDh #unifycrypto…",FALSE,0,NA,2018-03-07 23:59:59,FALSE,NA,"971535968720248833",NA,"<a href=""http://CryptoCurrenciesTrader.com"" rel=""nofollow"">CryptoCurrenciesTrader</a>","altcointrader0",6,TRUE,FALSE,NA,NA
"2","Old and busted: cryptocurrency
The New Hotness: cryptIDcurrency https://t.co/QcEueDSgMI",FALSE,1,NA,2018-03-07 23:59:58,FALSE,NA,"971535963578163201",NA,"<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>","edheil",0,FALSE,FALSE,NA,NA
"3","@WuTangClan, Ol' Dirty Bastard, and a crypto currency called #DirtyCoin. #cryptocurrency",FALSE,0,"WuTangClan",2018-03-07 23:59:58,FALSE,NA,"971535963192217600","26946348","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ground_Steecks",0,FALSE,FALSE,NA,NA
"4","Not only #bitcoin suffered from #SEC recently. The #ICO is dead because of it. Here's how ICO 2.0 is different and… https://t.co/Y2dDnrm1h9",FALSE,0,NA,2018-03-07 23:59:56,TRUE,NA,"971535953159475200",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","hyperblockchain",1,FALSE,FALSE,NA,NA
"5","RT @GOPLeader: Great to have @giancarloCFTC join the innovation initiative to talk #cryptocurrency &amp; the future of #blockchain technology.…",FALSE,0,NA,2018-03-07 23:59:55,FALSE,NA,"971535951259492352",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Fantomcrypto",129,TRUE,FALSE,NA,NA
"6","RT @RealTimeCrypto: 40 Percent of All ICO Money Raised by Only 20 Projects https://t.co/uuGJNHiSfh",FALSE,0,NA,2018-03-07 23:59:54,FALSE,NA,"971535945186119681",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TrendingArt2day",4,TRUE,FALSE,NA,NA
"7","RT @PundiXLabs: Soon you can do transaction in $BTC, $ETH, $LTC, $XEM, $XLM, $QTUM, $ACT, $DGD, $PXS and other cryptocurrencies via 4,000 P…",FALSE,0,NA,2018-03-07 23:59:50,FALSE,NA,"971535927372931072",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","punditsused",1580,TRUE,FALSE,NA,NA
"8","RT @TriForceTokens: Whilst players are spending vast amounts on games and in-game purchases, they receive little in return.

TriForce Token…",FALSE,0,NA,2018-03-07 23:59:49,FALSE,NA,"971535925523173377",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ragamazed",1736,TRUE,FALSE,NA,NA
"9","RT @BitraceToken: ""Bitrace – using cryptocurrency to build a Formula 1 track"" https://t.co/vbiO9sArFu

#bitrace #bitcoin #cryptocurrency #b…",FALSE,0,NA,2018-03-07 23:59:49,FALSE,NA,"971535923426091010",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TheRealZachbar",443,TRUE,FALSE,NA,NA
"10","RT @Meraki44: Formula to lose Money = FUD+Irrational Stupidity+Panic Selling  HODL folks!  Weather the storm and take it to the bank later!…",FALSE,0,NA,2018-03-07 23:59:48,FALSE,NA,"971535920578011136",NA,"<a href=""http://CryptoCurrenciesTrader.com"" rel=""nofollow"">CryptoCurrenciesTrader</a>","altcointrader0",2,TRUE,FALSE,NA,NA
"11","RT @EDinarWorldwide: The presentation of E-Dinar Coin capabilities took place in Turkey!
Speaker: Ali Aslan
https://t.co/T0wVQgJ2Zg 
#block…",FALSE,0,NA,2018-03-07 23:59:44,FALSE,NA,"971535904962641920",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","antonicol",26,TRUE,FALSE,NA,NA
"12","RT @SudanGoldCoin: Fresh news from SGC team! 
To know more - visit our Facebook: 
https://t.co/C8Ts5ULzu2
#Sudan #SudanGC #Gold #Coin #SGC…",FALSE,0,NA,2018-03-07 23:59:43,FALSE,NA,"971535901775089666",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","marklistless",961,TRUE,FALSE,NA,NA
"13","RT @AltcoinsTalks: #Wizzle #Airdrop &gt;&gt; https://t.co/ESqlXYXuZ3 …  Follow &amp; Retweet to win 1000 WZI /10 winners #WZI #cryptocurrency #ICO #T…",FALSE,0,NA,2018-03-07 23:59:42,FALSE,NA,"971535897324900354",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","czv_czv_so",318,TRUE,FALSE,NA,NA
"14","Wow! Thanks @bgarlinghouse for mentioning #Philippines Peso to #XRP. @Ripple is very much welcome in the Philippine… https://t.co/6oQTRw5tsz",FALSE,1,NA,2018-03-07 23:59:40,TRUE,NA,"971535888567042048",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FutureIsNow_Ph",0,FALSE,FALSE,NA,NA
"15","RT @XXL: The legacy of Wu-Tang's ODB will live on through cryptocurrency https://t.co/4S5hoiv52P",FALSE,0,NA,2018-03-07 23:59:40,FALSE,NA,"971535887468199937",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sebasrap",61,TRUE,FALSE,NA,NA
"16","RT @diwtoken: DIW is proud to announce the addition of Simon Cocking as a member of its advisory board!

Read all about it here:

https://t…",FALSE,0,NA,2018-03-07 23:59:39,FALSE,NA,"971535884842496000",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","laughingmachini",1922,TRUE,FALSE,NA,NA
"17","RT @LFEmarket: Find our full whitepaper here https://t.co/XbbKyqCuFo and discover how our unique #cryptocurrency will open up amazing fan e…",FALSE,0,NA,2018-03-07 23:59:37,FALSE,NA,"971535873706569730",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","amrul398",33,TRUE,FALSE,NA,NA
"18","RT @DelorisMay55: GET PAID TO MINE CRYPTO!
Use FREE MINING PROGRAM for Windows 10 and NVIDIA GTX 10 Series GPUs to mine the top cryptocurre…",FALSE,0,NA,2018-03-07 23:59:35,FALSE,NA,"971535867016892421",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","carmelinacurti6",41,TRUE,FALSE,NA,NA
