"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @ProjectMenuva: 18 Days left in our giveaway for 1000 Menuva Coins which are valued at 200$ at ICO price!
We added additional facebook m…",FALSE,0,NA,2018-03-02 23:59:59,FALSE,NA,"969724026816991232",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","defensivemustar",1742,TRUE,FALSE,NA,NA
"2","Japan's cryptocurrency markets start policing themselves in April https://t.co/HDre8IdshG #cryptocurrency #google #news #cryptocurrency",FALSE,1,NA,2018-03-02 23:59:56,FALSE,NA,"969724016641454080",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","CryptoCurrent",1,FALSE,FALSE,NA,NA
"3","Japan's cryptocurrency exchanges plan self-regulating committee https://t.co/d1Guh9NvRi #cryptocurrency #google #news #cryptocurrency",FALSE,0,NA,2018-03-02 23:59:56,FALSE,NA,"969724014649229313",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","CryptoCurrent",1,FALSE,FALSE,NA,NA
"4","5 Reasons To Buy Cryptocurrency Now https://t.co/HPqTeomyp5 #cryptocurrency #google #news #cryptocurrency",FALSE,0,NA,2018-03-02 23:59:55,FALSE,NA,"969724011444805632",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","CryptoCurrent",0,FALSE,FALSE,NA,NA
"5","RT @Truth_Investor: Bitcoin dominance is rising and holding altcoins has probably felt painful the past few weeks. Here are my thoughts on…",FALSE,0,NA,2018-03-02 23:59:55,FALSE,NA,"969724009603649536",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CryptozLurker",19,TRUE,FALSE,NA,NA
"6","RT @covesting: COVESTING has been mentioned in @Enterpreneur article as one of the projects supporting cryptocurrency mass adoption. #coves…",FALSE,0,NA,2018-03-02 23:59:54,FALSE,NA,"969724007510667264",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","peppersbore",607,TRUE,FALSE,NA,NA
"7","Spending time on social medias is now rewarding. Thanks to ONZ team for introducing the ONZCoin! This is a worthy i… https://t.co/5iimZqA5FX",FALSE,3,NA,2018-03-02 23:59:54,TRUE,NA,"969724005811765248",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mediblocxqtum",0,FALSE,FALSE,NA,NA
"8","Learn how to earn free #bitcion &amp; #ETH via #airdrop. Join the channel 
https://t.co/wtf7st95uK …
#crypto #altcoin… https://t.co/tEGtCCRA6I",FALSE,3,NA,2018-03-02 23:59:53,TRUE,NA,"969724004578738176",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AirdropeVip",0,FALSE,FALSE,NA,NA
"9","RT @minervatoken: Scammers are pretending to be Minerva team members. The presale will occur at https://t.co/jOvIqmT1n2, not on Telegram.…",FALSE,0,NA,2018-03-02 23:59:53,FALSE,NA,"969724004318752768",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","interfacesubseq",1759,TRUE,FALSE,NA,NA
"10","RT @newoutlander: #bitcoinfutures #cryptocurrency

#Bitcoin ‘creator’ Craig Wright is being sued for allegedly swindling $5 billion https:/…",FALSE,0,NA,2018-03-02 23:59:53,FALSE,NA,"969724001747550208",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","newoutlander",1,TRUE,FALSE,NA,NA
