"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","#LiskVsEthereum, #IcoIco Don't Call Zcash A Privacy Coin, Cryptocurrency Founder Says https://t.co/rQjuno56MB https://t.co/xWf6Mgtz8y",FALSE,0,NA,2018-03-05 23:59:54,FALSE,NA,"970811169333112833",NA,"<a href=""http://159.65.65.242/"" rel=""nofollow"">fillingwill</a>","Johannflater",0,FALSE,FALSE,NA,NA
"2","#StockIco, #TokenInvestment SEC Launches Investigation into Cryptocurrency Market https://t.co/FiHeBbgH5S https://t.co/Dzsjwp21Zt",FALSE,0,NA,2018-03-05 23:59:54,FALSE,NA,"970811168670527493",NA,"<a href=""http://138.68.141.145/"" rel=""nofollow"">Such a nice business Ap</a>","traceycordov_86",0,FALSE,FALSE,NA,NA
"3","#LiskBitcoin, #LiskBitcointalk Cryptocurrency startup LoopX evaporates from the web, along with $4.5 million of its… https://t.co/jKJ6jAE3LE",FALSE,0,NA,2018-03-05 23:59:53,TRUE,NA,"970811165411631105",NA,"<a href=""http://188.166.7.131/"" rel=""nofollow"">Lovely app for bussines</a>","markmiller_91",0,FALSE,FALSE,NA,NA
"4","RT @daricocoin: We have some exciting updates coming your way soon, so stay tuned to find out more! #cryptocurrency #ico https://t.co/AkJKW…",FALSE,0,NA,2018-03-05 23:59:53,FALSE,NA,"970811164862029824",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","trowelmerged",1474,TRUE,FALSE,NA,NA
"5","RT @RewardMob: Hey everyone....come join us on Facebook as we grow our community!

https://t.co/3b2RR27RJb

#WinWithRewardMob #indiedev #Ga…",FALSE,0,NA,2018-03-05 23:59:50,FALSE,NA,"970811152346198016",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Agung_Sasm1to",875,TRUE,FALSE,NA,NA
"6","RT @spartantoken: There will be a Spartan Airdrop for 300 lucky people https://t.co/RkIsWo0rMx  
#altcoins #bitcoin #erc20 #bounties #crypt…",FALSE,0,NA,2018-03-05 23:59:49,FALSE,NA,"970811148466573317",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","Dadannyboi",230,TRUE,FALSE,NA,NA
"7","#BlockchainIco, #IconomiCoin Petro coin: Venezuela launches cryptocurrency - what is el Petro? New crypto backed by… https://t.co/X9RJ2XPKID",FALSE,0,NA,2018-03-05 23:59:48,TRUE,NA,"970811143999709184",NA,"<a href=""http://159.65.186.141/"" rel=""nofollow"">Posting_news</a>","donaldnecais_85",0,FALSE,FALSE,NA,NA
"8","RT @WeissRatings: Confused about #NEO? Today we explain the many factors behind NEO’s high grade. For anyone who truly understands the indu…",FALSE,0,NA,2018-03-05 23:59:46,FALSE,NA,"970811136302923776",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","art4crypto",69,TRUE,FALSE,NA,NA
"9","#IcoFind, #IcoCheck EY Romania: Cryptocurrency ICOs pose high risk – 26 launched in Romania just in 2018… https://t.co/r31Ggw0uOI",FALSE,0,NA,2018-03-05 23:59:45,TRUE,NA,"970811132733788160",NA,"<a href=""http://188.166.7.131/"" rel=""nofollow"">Lovely app for bussines</a>","rorycecil_91",0,FALSE,FALSE,NA,NA
"10","#IcoInvestmentLogin, #SwisscoinCryptocurrency Uber Co-Founder Designs New Cryptocurrency https://t.co/oZ8ClbybQn https://t.co/GECikaq3n5",FALSE,0,NA,2018-03-05 23:59:44,FALSE,NA,"970811130590330880",NA,"<a href=""http://159.65.65.242/"" rel=""nofollow"">fillingwill</a>","jonathanlaur_98",0,FALSE,FALSE,NA,NA
