"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @DragonCoin: Business dealing with cryptocurrency in Mexico are about to get official regulations. #NEWS #cryptonews 
https://t.co/DQ3Wk…",FALSE,0,NA,2018-03-03 23:59:58,FALSE,NA,"970086411914248192",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","rhennonino",252,TRUE,FALSE,NA,NA
"2","Less then 24 hours and our communities have grown by more than 20,000 members. All systems are still operational!
A… https://t.co/FPwc7gio9q",FALSE,0,NA,2018-03-03 23:59:58,TRUE,NA,"970086411117281280",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","minhnbk",0,FALSE,FALSE,NA,NA
"3","RT @AndreeaVentel: Want to chat with the whole OBIZCOIN Team? Check us out on our Telegram Group at https://t.co/99yIDZEXZV 
#Token #Bitcoi…",FALSE,0,NA,2018-03-03 23:59:58,FALSE,NA,"970086409523560448",NA,"<a href=""http://www.eitdigital.eu"" rel=""nofollow"">Scaleups Retweeter</a>","scaleup_rt",1,TRUE,FALSE,NA,NA
"4","RT @Bazista_io: Bounty is over! Thanks everyone for the support!

New bounty campaign will be announced soon: https://t.co/9awsKBfMeW

#baz…",FALSE,0,NA,2018-03-03 23:59:51,FALSE,NA,"970086380679385088",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","hindsightplay",1620,TRUE,FALSE,NA,NA
"5","RT @caviar0x: What to expect from #blockchain in 2018: 5 trends to watch!
https://t.co/lSvTqKmjoe
#crypto #cryptocurrency #bitcoin #BTC #et…",FALSE,0,NA,2018-03-03 23:59:50,FALSE,NA,"970086376371904512",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","favourrust",1316,TRUE,FALSE,NA,NA
"6","RT @adblurbico: Registrations are Open Now !! 

Go to https://t.co/uI1UI66WgZ for registration and get your referral link now. 

 #cryptocu…",FALSE,0,NA,2018-03-03 23:59:49,FALSE,NA,"970086374115299328",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","itnterecas1978",1247,TRUE,FALSE,NA,NA
"7","RT @BIGMONEYMIKE6: IM IN PANAMA  RIGHT NOW AT A #TEAMCRYPTO  #CRYPTOCURRENCY CONFERENCE...

TO BE "" IN THE LOOP "" , JOIN MY EMAIL LIST :  c…",FALSE,0,NA,2018-03-03 23:59:49,FALSE,NA,"970086373788024832",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sapien2298",2027,TRUE,FALSE,NA,NA
"8","RT @stealthcrypto_: Stealth Grid™ technology with StealthCrypto utilizes quantum key generation and quantum number generation for communica…",FALSE,0,NA,2018-03-03 23:59:48,FALSE,NA,"970086370801831936",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","infoairdrops",2946,TRUE,FALSE,NA,NA
"9","RT @markgothko: new cryptocurrency: this pussy",FALSE,0,NA,2018-03-03 23:59:48,FALSE,NA,"970086370109804544",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yungdizzie",20,TRUE,FALSE,NA,NA
"10","RT @SYNCFAB: What is SyncFab? Here's a quick video overview on the SyncFab Manufacturing Blockchain. https://t.co/c6FMFQpXxL #syncfab #manu…",FALSE,0,NA,2018-03-03 23:59:46,FALSE,NA,"970086360953614336",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sz301130",161,TRUE,FALSE,NA,NA
